belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,collection_id,collection_name,collection_poster_path,production_companies_names,production_countries_names,release_year,return
"{'id': 118828, 'name': 'Space Chimps Collection', 'poster_path': '/ysGzOtpIWNJgIVtwqBErItzgMja.jpg', 'backdrop_path': '/kpZo1UkTfXbKcmx2OZxfn4O9qBl.jpg'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",45662,en,"Comet longs to be taken seriously as a full-fledged space chimp. He journeys to the fantastical Planet Malgor and bonds with the adorable alien Kilowatt, living out his ultimate fantasy. However, it's time for Comet to prove himself when the feared alien ruler Zartog takes over Mission Control! Comet must show he has the right stuff, and join fellow chimps Ham, Luna and Titan, to save the day.",1.585311,"[{'name': 'Wonderworld Studios', 'id': 3980}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-05-26,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get ready to blast off on a new adventure.,Space Chimps 2: Zartog Strikes Back,4.5,27.0,118828.0,Space Chimps Collection,/ysGzOtpIWNJgIVtwqBErItzgMja.jpg,Wonderworld Studios,United States of America,2010,0.0
"{'id': 8945, 'name': 'Mad Max Collection', 'poster_path': '/jZowUf4okNYuSlgj5iURE7CDMho.jpg', 'backdrop_path': '/zI0q2ENcQOLECbe0gAEGlncVh2j.jpg'}",150000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",76341,en,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",29.36178,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Kennedy Miller Productions', 'id': 2537}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-05-13,378858340.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What a Lovely Day.,Mad Max: Fury Road,7.3,9629.0,8945.0,Mad Max Collection,/jZowUf4okNYuSlgj5iURE7CDMho.jpg,"Village Roadshow Pictures, Kennedy Miller Productions, Warner Bros.","Australia, United States of America",2015,2.5257222666666665
"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/fct5wsWu6niDIGRIC4aWEsN5Npa.jpg', 'backdrop_path': '/lBtXKcC8l2kVPW7prMJBZELvvS9.jpg'}",10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",280092,en,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",10.098792,"[{'name': 'Sony Pictures', 'id': 34}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-06-04,104303851.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,This is how you die,Insidious: Chapter 3,6.3,1005.0,228446.0,Insidious Collection,/fct5wsWu6niDIGRIC4aWEsN5Npa.jpg,Sony Pictures,"Canada, United States of America",2015,10.4303851
"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",245000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",140607,en,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",31.626013,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Truenorth Productions', 'id': 1634}, {'name': 'Bad Robot', 'id': 11461}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-12-15,2068223624.0,136.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every generation has a story.,Star Wars: The Force Awakens,7.5,7993.0,10.0,Star Wars Collection,/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg,"Lucasfilm, Truenorth Productions, Bad Robot",United States of America,2015,8.44172907755102
"{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/qJawKUQcIBha507UahUlX0keOT7.jpg', 'backdrop_path': '/zuW6fOiusv4X9nnW3paHGfXcSll.jpg'}",280000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",99861,en,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",37.37942,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Prime Focus', 'id': 15357}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-04-22,1405403694.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A New Age Has Come.,Avengers: Age of Ultron,7.3,6908.0,86311.0,The Avengers Collection,/qJawKUQcIBha507UahUlX0keOT7.jpg,"Marvel Studios, Prime Focus, Revolution Sun Studios",United States of America,2015,5.019298907142857
"{'id': 422834, 'name': 'Ant-Man Collection', 'poster_path': '/lEdpEJWJdtVLgmpPkXSTd2xczmY.jpg', 'backdrop_path': '/2KjtWUBiksmN8LsUouaZnxocu5N.jpg'}",130000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",102899,en,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",26.882388,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-07-14,519311965.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Heroes don't get any bigger.,Ant-Man,7.0,6029.0,422834.0,Ant-Man Collection,/lEdpEJWJdtVLgmpPkXSTd2xczmY.jpg,Marvel Studios,United States of America,2015,3.9947074230769233
"{'id': 284433, 'name': 'Guardians of the Galaxy Collection', 'poster_path': '/iL8mukexAqEg0xK783rG561tdd8.jpg', 'backdrop_path': '/jdyyjulTBU8YUYAUvQFj6U1g2Pj.jpg'}",200000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",283995,en,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,185.330992,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-19,863416141.0,137.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Obviously.,Guardians of the Galaxy Vol. 2,7.6,4858.0,284433.0,Guardians of the Galaxy Collection,/iL8mukexAqEg0xK783rG561tdd8.jpg,"Walt Disney Pictures, Marvel Studios",United States of America,2017,4.317080705
"{'id': 131295, 'name': 'Captain America Collection', 'poster_path': '/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg', 'backdrop_path': '/nZSYqitBkAvmoq5IrsGsSWuhSC8.jpg'}",250000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",271110,en,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",145.882135,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Marvel Studios', 'id': 420}, {'name': 'Walt Disney Studios Motion Pictures', 'id': 3036}, {'name': 'Vita-Ray Dutch Productions (III)', 'id': 84424}, {'name': 'Deluxe Digital Studios', 'id': 84425}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-04-27,1153304495.0,147.0,"[{'iso_639_1': 'ro', 'name': 'Română'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Divided We Fall,Captain America: Civil War,7.1,7462.0,131295.0,Captain America Collection,/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg,"Studio Babelsberg, Marvel Studios, Walt Disney Studios Motion Pictures, Vita-Ray Dutch Productions (III), Deluxe Digital Studios",United States of America,2016,4.61321798
"{'id': 115142, 'name': 'Tales from the Crypt Collection', 'poster_path': '/mjP1Ktqz3VCyX2akRAIjgxaALwx.jpg', 'backdrop_path': '/o9Nll2BovcZ9EDmBBMmnHx99wP4.jpg'}",0.0,"[{'id': 27, 'name': 'Horror'}]",41235,en,"Dr. Alice Dodgson gets her medical license revoked after the death of one patient. She's facing the possibility of not get any job when she accepts to be the nurse for one young man who suffers of cephallitis called Wesley Claybourne. Aside from the sickness he's suffering Wesley believes he has been ""touched"" by some voodoo cult. While she stays in Jamaica, Dr. Dodgson will feel uncomfortable as she discovers that voodoo is not only a ""state of mind"" and could be a real threat to her life and Wesley's. She'll have to discover why she and her patient are targets of the voodoo curse.",2.467616,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'RKO Pictures', 'id': 4361}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-01,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Older than bones. Darker than blood. Stronger than science.,Ritual,3.7,20.0,115142.0,Tales from the Crypt Collection,/mjP1Ktqz3VCyX2akRAIjgxaALwx.jpg,"Silver Pictures, RKO Pictures",United States of America,2002,0.0
"{'id': 435108, 'name': 'Whistling Collection', 'poster_path': '/nUf7nSOj3tJK1kPYLApsqF9lea4.jpg', 'backdrop_path': '/tC5zLBcu5RLpRRsGNrv3la4g2WN.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",90460,en,"The operators of 'Silver Haven', a cultish group bilking gullible rich people out of money, is set to inherit a large sum after the deceased woman's heir also dies. Leader Joesph Jones decides to hurry the process along and kidnaps Wally Benton, his fiancé, and a friend, to further this goal. Wally, 'The Fox', is a radio sleuth who solves murders on the air. Jones wants him to devise a perfect murder, and isn't above killing others sloppily along the way to get his foolproof murder plot.",1.00896,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1941-08-08,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,SURPRISE COMEDY HIT OF THE YEAR ! Don't Miss It !,Whistling in the Dark,6.2,3.0,435108.0,Whistling Collection,/nUf7nSOj3tJK1kPYLApsqF9lea4.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1941,0.0
"{'id': 435108, 'name': 'Whistling Collection', 'poster_path': '/nUf7nSOj3tJK1kPYLApsqF9lea4.jpg', 'backdrop_path': '/tC5zLBcu5RLpRRsGNrv3la4g2WN.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",90461,en,"Radio sleuth Wally 'The Fox' Benton travels to Georgia with his fiancé Carol to be married; and to help Carol's college chum, Ellamae Downs, solve a mystery involving a murdered man, old Fort Dixon, and buried treasure.",0.297851,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1942-12-01,0.0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,FUNNIEST FILM EVER MADE !,Whistling in Dixie,0.0,0.0,435108.0,Whistling Collection,/nUf7nSOj3tJK1kPYLApsqF9lea4.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1942,0.0
"{'id': 435108, 'name': 'Whistling Collection', 'poster_path': '/nUf7nSOj3tJK1kPYLApsqF9lea4.jpg', 'backdrop_path': '/tC5zLBcu5RLpRRsGNrv3la4g2WN.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",90465,en,"Radio crime show host ""The Fox"" finds himself on the trail of a serial killer while a suspect himself.",0.017699,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1943-12-01,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,IT'S RED-ROARIOUS ! SKY-HIGH SKELTON FUN !,Whistling in Brooklyn,0.0,0.0,435108.0,Whistling Collection,/nUf7nSOj3tJK1kPYLApsqF9lea4.jpg,Metro-Goldwyn-Mayer (MGM),United States of America,1943,0.0
"{'id': 374930, 'name': 'Snow Queen Collection', 'poster_path': '/r2ONwf2TcKULpPAEpqfOAK2bgXi.jpg', 'backdrop_path': '/S53UcTvYXmfwNm5dOqXu6yMbuN.jpg'}",7000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",164372,ru,"The ice-cold Snow Queen wishes to turn the world into a frozen landscape, with no light, no joy, no happiness, and no free will. A young man, Kai, is rumored to be the son of a man who is the queen's only remaining threat. He is abducted and held captive in the queen's palace, and it's up to his sister, Gerda, to rescue him. Gerda journeys across an icy land, facing difficult obstacles and meeting wonderful new friends that help her in her quest to set Kai free, defeat the Snow Queen, and save the world from eternal frost.",6.407641,"[{'name': 'Bazelevs Production', 'id': 1038}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2012-10-11,12400000.0,76.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,"Cold can freeze your heart, love can set you free",The Snow Queen,5.1,47.0,374930.0,Snow Queen Collection,/r2ONwf2TcKULpPAEpqfOAK2bgXi.jpg,Bazelevs Production,Russia,2012,1.7714285714285714
"{'id': 256287, 'name': 'Justice League (Animated) Collection', 'poster_path': '/ot4XTk6kXtWykmeFMMBoEgBn3Kp.jpg', 'backdrop_path': '/v4ijBegXGXDltrqRbhlEQqfoDl2.jpg'}",3500000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",297556,en,"After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Master’s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesn’t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction.",6.012379,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Feature Animation', 'id': 20734}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-01-27,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Blood is thicker than water.,Justice League: Throne of Atlantis,6.5,222.0,256287.0,Justice League (Animated) Collection,/ot4XTk6kXtWykmeFMMBoEgBn3Kp.jpg,"DC Comics, Warner Bros. Feature Animation",United States of America,2015,0.0
"{'id': 175763, 'name': 'TekWar Collection', 'poster_path': '/tJLdyZ8PXQASGeAzjTEcnQ545sg.jpg', 'backdrop_path': '/lixAk6QqmGb0CYGUROt8vLx4DS0.jpg'}",0.0,"[{'id': 878, 'name': 'Science Fiction'}]",113219,en,"After four years, Jake Cardigan is prematurely awoken from his fifteen year cryogenic punishment to a world very different than the one he knew. Much more than before 'Tek', the highly-addictive electronic designer narcotic of the 21st century, seems to be prevalent. His wife has divorced him and disappeared together with their son. He wants them back and he wants justice for those undercover policemen who were murdered by unknown conspirators which led to his imprisonment for a crime he did not commit.",0.660737,"[{'name': 'Universal TV', 'id': 537}, {'name': 'Atlantis Films', 'id': 4350}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-01-23,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Virtual Reality Can Be Murder,TekWar,5.4,8.0,175763.0,TekWar Collection,/tJLdyZ8PXQASGeAzjTEcnQ545sg.jpg,"Universal TV, Atlantis Films","Canada, United States of America",1994,0.0
"{'id': 376527, 'name': 'Richard the Lionheart Collection', 'poster_path': '/wIEVHPLyx6JSMlCPmPYFAlCSCUP.jpg', 'backdrop_path': '/2a19noreMp6YEZIgTfzb01HEIt1.jpg'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",188357,en,"King Henry II tests the loyalty and honor of his son Richard sending him to a secret castle known as the Knight's Martyr. There, the Prince must fight against adversaries representing the virtues of a knight.",0.483269,"[{'name': 'WonderPhil Productions', 'id': 21819}, {'name': 'Claang Entertainment', 'id': 21820}, {'name': 'DOMA Entertainment', 'id': 22932}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2013-02-09,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How the legend of lionheart began,Richard The Lionheart,1.9,4.0,376527.0,Richard the Lionheart Collection,/wIEVHPLyx6JSMlCPmPYFAlCSCUP.jpg,"WonderPhil Productions, Claang Entertainment, DOMA Entertainment","United States of America, Italy",2013,0.0
"{'id': 344830, 'name': 'Fifty Shades Collection', 'poster_path': '/oJrMaAhQlV5K9QFhulFehTn7JVn.jpg', 'backdrop_path': '/fUHFCnqGHozSiEF8yT7dhE1OKnY.jpg'}",40000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",216015,en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",33.068431,"[{'name': 'Focus Features', 'id': 10146}, {'name': 'Trigger Street Productions', 'id': 11801}, {'name': 'Michael De Luca Productions', 'id': 27551}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-02-11,571006128.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Are you curious?,Fifty Shades of Grey,5.2,3350.0,344830.0,Fifty Shades Collection,/oJrMaAhQlV5K9QFhulFehTn7JVn.jpg,"Focus Features, Trigger Street Productions, Michael De Luca Productions",United States of America,2015,14.2751532
"{'id': 297501, 'name': 'Dixie Zombi - Colección', 'poster_path': '/fqRUpSwH5qj8vl7J7BHLzn4UywN.jpg', 'backdrop_path': '/bR2zZkiT0mdwfrQl7CQPvqB8nEu.jpg'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",89247,en,The misadventures of a teenager girl in her new life as zombie.,1.885686,"[{'name': 'Abra Producciones', 'id': 10118}, {'name': 'Digital Dreams Films', 'id': 10119}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2012-01-10,0.0,80.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,13 Going On Eternity,"Daddy, I'm A Zombie",5.3,5.0,297501.0,Dixie Zombi - Colección,/fqRUpSwH5qj8vl7J7BHLzn4UywN.jpg,"Abra Producciones, Digital Dreams Films",Spain,2012,0.0
"{'id': 385528, 'name': 'Outrage Collection', 'poster_path': '/AqutkWByk5xzea7sFQagFdqGwdD.jpg', 'backdrop_path': '/sa5JUDHEyBArR5MZdyuD2luk9HF.jpg'}",0.0,"[{'id': 28, 'name': 'Action'}]",121828,ja,"As the police launch a full-scale crackdown on organized crime, it ignites a national yakuza struggle between the Sanno of the East and Hanabishi of the West. What started as an internal strife in Outrage has now become a nationwide war in Outrage Beyond.",3.433531,"[{'name': 'Bandai Visual Company (JAPAN)', 'id': 570}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-09-03,0.0,110.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Who is the worst among them?,Outrage Beyond,7.1,54.0,385528.0,Outrage Collection,/AqutkWByk5xzea7sFQagFdqGwdD.jpg,Bandai Visual Company (JAPAN),Japan,2012,0.0
"{'id': 100970, 'name': 'The Fox and the Hound Collection', 'poster_path': '/ph2KiQxp8xmgA5ENoBhETvJnYw9.jpg', 'backdrop_path': '/fEix7vMN09DUvt7nHh9qFwN9Op9.jpg'}",24000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",9948,en,"Best friends Tod, a fox kit, and Copper, a hound puppy, visit a country fair when they see a band of dogs called ""The Singin' Strays"". The band has five members: Dixie, Cash, Granny Rose, and twin brothers Waylon and Floyd. It is important that they perform well because a talent scout is visiting.",7.432461,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'DisneyToon Studios', 'id': 5391}, {'name': 'Hot Donut Productions', 'id': 91935}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-11-09,0.0,69.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Old Friends New Adventure,The Fox and the Hound 2,5.6,115.0,100970.0,The Fox and the Hound Collection,/ph2KiQxp8xmgA5ENoBhETvJnYw9.jpg,"Walt Disney Pictures, DisneyToon Studios, Hot Donut Productions",United States of America,2006,0.0
"{'id': 211753, 'name': 'Caprona Collection', 'poster_path': '/ltMYLLICwtORAdnXKGex213amhJ.jpg', 'backdrop_path': '/rmvHqa6mkZZsAJuaeU1R1Q7hKG9.jpg'}",0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",43716,en,"Navy Commander Hal Roberts is assigned to lead an expedition to Little America in Antartica to investigate reports of a mysterious warm water inland lake discovered a decade earlier. His helicopter and its small party, including beautiful reporter Maggie Hathaway, is forced down into a volcanic crater by a fierce storm. They find themselves trapped in a lush tropical environment that has survived from the Mesozoic Era. Fighting carnivorous plants, dinosaurs, and a limited time window, they struggle to survive and repair the helicopter, their only means of escape. They are both helped and hindered by Dr. Carl Hunter, a megalomaniac survivor of an earlier expedition, who has learned to adapt to the hostile environment. (copied from IMDB)",0.699475,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-08-01,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Behind a barrier of antarctic ice... a paradise of hidden terrors!,The Land Unknown,6.4,10.0,211753.0,Caprona Collection,/ltMYLLICwtORAdnXKGex213amhJ.jpg,Universal International Pictures (UI),United States of America,1957,0.0
"{'id': 103001, 'name': 'Fantomas Collection', 'poster_path': '/xxE1cXieDAUa8XtarhS9JCCyvBt.jpg', 'backdrop_path': '/3WpCsnVPmlvVVTeMxDTQT4XGtog.jpg'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",1871,fr,Fantômas is a man of many disguises. He uses maquillage as a weapon. He can impersonate anyone using an array of masks and can create endless confusion by constantly changing his appearance.,5.870813,"[{'name': 'P.A.C.', 'id': 1124}, {'name': 'Société Nouvelle des Établissements Gaumont (SNEG)', 'id': 22396}, {'name': 'P.C.M. FIlm', 'id': 22663}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1964-11-04,0.0,99.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,Men Hunt Him Down - Women Look Him Up! Super-Thief ... Master Lover ... He's out to ransack the world!,Fantomas,6.8,125.0,103001.0,Fantomas Collection,/xxE1cXieDAUa8XtarhS9JCCyvBt.jpg,"P.A.C., Société Nouvelle des Établissements Gaumont (SNEG), P.C.M. FIlm","France, Italy",1964,0.0
"{'id': 74508, 'name': '[REC] Collection', 'poster_path': '/jTA37dMZVUFej20EoM5SomKtnYi.jpg', 'backdrop_path': '/rDzuccVBZSyNVQ26hTRT0DvneVA.jpg'}",0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",185341,es,"Ángela Vidal the young television reporter who entered the building with the fireman, manages to make it out alive. But what the soldiers don?t know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",7.328242,"[{'name': 'Filmax', 'id': 3631}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2014-09-09,190000.0,95.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,It's time to leave.,[REC]⁴ Apocalypse,5.2,269.0,74508.0,[REC] Collection,/jTA37dMZVUFej20EoM5SomKtnYi.jpg,Filmax,Spain,2014,0.0
"{'id': 181502, 'name': 'Screwballs Collection', 'poster_path': '/f0CE1YbA5AC79JNxo9CVfeSVcMW.jpg', 'backdrop_path': '/mDVBnGb8K0RPxrWkQS7IyUUUyDy.jpg'}",945000.0,"[{'id': 35, 'name': 'Comedy'}]",44191,en,"Brad, Steve, Hue, and Marvin are four get-nowhere boys who are forced into summer school, ending up at Cockswell Academy under the supervision of Principal Arsenault. The boys play a game where they earn points for every girl with which they score. On misadventures of their own, they decide to go for the ultimate 100-point score, Mona Lott, the new French teacher. But when they're unable to get a shot at her, they end up in the unforgiving clutches of the principal. After all is lost, they take one final chance during the school's anniversary celebration.",1.589406,"[{'name': 'Crazy Wheels Film Corporation', 'id': 24309}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1985-07-19,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,More fun than you can shake your stick at!,Loose Screws,5.3,14.0,181502.0,Screwballs Collection,/f0CE1YbA5AC79JNxo9CVfeSVcMW.jpg,Crazy Wheels Film Corporation,Canada,1985,0.0
